"subj_id","left_word","left_number","middle_word","middle_number","right_word","right_number","correct_choice_position","is_catch_trial","participant_response_position_e2","is_consistent","trial_num","chose_gems","chose_onlystones","chose_other","response_position","stoneposition","chose_gems_p2","chose_onlystones_p2","chose_other_p2","response_position_p2","correct_choice_position_p2","mentioned_rule"
"5e1b795dc799223a3b447ada","Socks",4,"Carrots",2,"Pool",2,"middle",FALSE,"right",FALSE,18,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"5c5cad3e4ee81200018eafe2","Bowl",5,"Glove",1,"Door",1,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"5bc5be2572df5f00014479f9","Nose",1,"Toothpaste",1,"Tricycle",1,"middle",FALSE,"right",TRUE,18,FALSE,FALSE,TRUE,"right","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"5f8f436e4676a71879786b95","Sandals",3,"Balloons",2,"Comb",2,"left",FALSE,"right",TRUE,18,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","left",FALSE
"669053bbebafdd430e770142","Kangaroo",1,"Bead",1,"Barn",1,"middle",FALSE,"right",TRUE,18,FALSE,FALSE,TRUE,"right","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"677419f93048c66d62d2bf87","Lamp",2,"Motorcycle",3,"Soup",3,"right",FALSE,"middle",TRUE,18,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"574aff1b5bef980007af2745","Bed",1,"Zipper",5,"Soap",5,"right",FALSE,"right",TRUE,18,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"58404fd8ad98e40001ce915f","Rainbow",3,"Pen",3,"Fence",3,"middle",FALSE,"left",TRUE,18,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"5de8887aa2db898017debf1a","Dinosaur",3,"Cup",2,"Peas",2,"middle",FALSE,"right",TRUE,18,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"59d949cf8fd07a000184247e","Baby",4,"Rabbit",1,"Suitcase",1,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"662945728093113a43ab8077","Washcloth",5,"Belt",3,"Head",3,"middle",FALSE,"middle",TRUE,18,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"676058418c08c71e4bb7cbd1","Spoon",4,"Dog",4,"Feather",4,"left",FALSE,"left",TRUE,18,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",TRUE
"6643d22289210a4edf21e84d","Spaghetti",3,"Owl",2,"Paints",2,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"58954e2dc88c680001dd4b7e","Mountain",3,"Mouth",2,"Ear",2,"left",FALSE,"right",TRUE,18,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",TRUE
"5b757a03976ecb0001b1168f","Motorcycle",4,"Spiderweb",3,"Umbrella",3,"left",FALSE,"left",TRUE,18,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"681b781064a5701a5ceee3bc","Chicken",5,"Candy",1,"Sheep",1,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",TRUE
"6716c6700f376dc7f534af9d","Juice",1,"Wheel",5,"Hot Dog",5,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"671a3ac3dada5efe6d439698","Envelope",2,"Eyes",3,"Flower",3,"left",FALSE,"right",TRUE,18,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"676b89007874c8eace113276","Crown",5,"Popsicle",4,"Balls",4,"left",FALSE,"left",TRUE,18,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"6825af939111d286546fdde6","Spaghetti",1,"Arm",2,"TV",2,"left",FALSE,"middle",FALSE,18,TRUE,FALSE,FALSE,"left","right",FALSE,FALSE,TRUE,"middle","left",FALSE
"67164c92298409e37c670b3d","Boat",4,"Rainbow",4,"Fish",4,"middle",FALSE,"middle",TRUE,18,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"682b3f63d0e2c4eff64fe664","Cupcake",2,"Play dough",3,"Pencil",3,"right",FALSE,"middle",FALSE,18,TRUE,FALSE,FALSE,"right","left",FALSE,FALSE,TRUE,"middle","right",TRUE
"5d3695969749cc00165c222f","Sandals",2,"Shoulders",5,"Window",5,"middle",FALSE,"middle",TRUE,18,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",TRUE
"664521e03117b782ed4fff45","Ear",1,"Swimsuit",2,"Teapot",2,"middle",FALSE,"middle",FALSE,18,FALSE,FALSE,TRUE,"right","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5f0db498f5e4e102c0f65b67","Sheep",2,"Pretzel",2,"Door",2,"right",FALSE,"right",TRUE,14,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",FALSE
"6773dea609f77d473900997a","Shoulders",3,"Sunglasses",2,"Glue",2,"left",FALSE,"right",FALSE,18,TRUE,FALSE,FALSE,"left","middle",FALSE,FALSE,TRUE,"right","left",TRUE
"637fcee60a8378c1c3a65898","Ladder",4,"Phone",1,"Horse",1,"right",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"63f77a5dde1ea03305e119e0","Envelope",4,"Flashlight",3,"Box",3,"middle",FALSE,"left",TRUE,18,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"5fbf90f025a567296d943c7e","Hands",1,"Sink",4,"Fingers",4,"left",FALSE,"middle",TRUE,18,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"636d6ce3fb3683ff33f9e514","Brush",2,"Broom",3,"Milk",3,"left",FALSE,"right",FALSE,18,TRUE,FALSE,FALSE,"left","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"5af2a03697a14300017d2ba4","Battery",1,"Hands",3,"Bone",3,"right",FALSE,"right",TRUE,18,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"60e3a25e8be835f754795d93","Helicopter",1,"Elbow",1,"Dolls",1,"right",FALSE,"right",TRUE,18,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",TRUE
"66b5172c8f0bd3b23ce66c22","Stairs",4,"Glue",3,"Toilet",3,"middle",FALSE,"middle",FALSE,19,FALSE,FALSE,TRUE,"left","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5ba60abd9629a90001b36fdc","Washcloth",5,"Duck",4,"Flower",4,"right",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"65dc99d0191a135ab835bf69","Shovel",4,"Toy",1,"Cupcake",1,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"60fe7bf61c7567f5cca9ade6","Cow",1,"Potatoes",2,"Slinky",2,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",TRUE
"5c9d88bb2b3c77001744ec1c","Dinosaur",2,"Fire truck",1,"Candle",1,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"5e283f576dbb560114ac7714","Square",3,"Sink",1,"Movie",1,"right",FALSE,"right",FALSE,19,FALSE,FALSE,TRUE,"middle","left",TRUE,FALSE,FALSE,"right","right",FALSE
"62e02b1ed5b0fbc1b1dc09e7","Monkey",4,"Blocks",2,"Box",2,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"5ecf9b46617a9b3dd56b3fe3","Mailbox",4,"Bike",1,"Lion",1,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",TRUE
"590b3401182caf0001ab5801","Sink",5,"Bathtub",5,"Waffle",5,"right",FALSE,"middle",TRUE,19,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"65c11389b0d2ba8e63cb8b22","Pudding",1,"Stool",4,"Turtle",4,"middle",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"5d15160539eeea001683830c","Hands",1,"Chalk",3,"Computer",3,"right",FALSE,"middle",TRUE,19,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"6620b6a209127dafd5b2dfb9","Toes",4,"Shoulders",2,"Puppets",2,"right",FALSE,"right",FALSE,19,FALSE,FALSE,TRUE,"left","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"56c65a5a305eaa0005f2a634","Elbow",4,"Octopus",2,"Books",2,"left",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"59fb1518b47dfc0001b6659b","Elbow",3,"Sticker",1,"Doughnut",1,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"602c0fc2eff74b4748e9b41e","Queen",3,"Coloring Book",4,"Backpack",4,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5bcc98d1db645700015222b5","Popsicle",3,"Balls",4,"Moon",4,"left",FALSE,"middle",TRUE,19,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",FALSE
"6773e6e6b205d22a2e097735","Pretzel",4,"Bike",1,"Fire",1,"right",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"67505c42a18c872bab88ed42","Cookies",5,"Spider",1,"Puzzles",1,"right",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"right","left",FALSE,TRUE,FALSE,"left","right",FALSE
"62a1e021702679d27813a3e2","Snow",1,"Moon",4,"Knife",4,"right",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"639f294882a3797f77a3dd81","Battery",5,"Mirror",2,"Comb",2,"right",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"654bc148c95bca00d541ec33","Hoop",5,"Head",5,"Comb",5,"right",FALSE,"middle",TRUE,19,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",TRUE
"5d23460ad4c57900192b129c","Car",3,"Sunglasses",4,"Hot Dog",4,"middle",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"67673cda94b4d0cf1a6a7382","Wing",3,"Sand",4,"Socks",4,"left",FALSE,"left",FALSE,19,FALSE,FALSE,TRUE,"right","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"5c4f5967aac8be0001716a65","Monkey",1,"Bathtub",1,"Mouth",1,"right",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"right","left",FALSE,TRUE,FALSE,"left","right",FALSE
"67758c9a30d6819221153393","Bed",5,"Sandwich",2,"Fish",2,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"66b37344796f45313433abc8","Rainbow",5,"Head",5,"Cloud",5,"right",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"right","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"632096b5574155e8727c50cc","Baby",4,"Bike",3,"Sweater",3,"left",FALSE,"middle",FALSE,19,TRUE,FALSE,FALSE,"left","right",FALSE,FALSE,TRUE,"middle","left",FALSE
"66dcc0e54f44ccecf2730c76","Hot Dog",3,"Spaghetti",3,"Cloud",3,"middle",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"60fac7ec133b6bf250d6d668","Leaf",3,"Scissors",1,"Glasses",1,"middle",FALSE,"right",FALSE,19,FALSE,FALSE,TRUE,"left","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"5e459f61418f610891628564","Queen",1,"Toilet",3,"Bandaid",3,"middle",FALSE,"right",FALSE,19,TRUE,FALSE,FALSE,"middle","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"5e89ec793c01b3685a00bb12","Meat",2,"Peas",3,"Bananas",3,"right",TRUE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",FALSE
"631d197eba06364cbea7fab2","Bananas",3,"Popsicle",3,"Fire truck",3,"left",TRUE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",TRUE
"61656042f505fd7fa53e8628","Bear",2,"Duck",5,"Moon",5,"middle",FALSE,"middle",TRUE,15,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"66fd3f6c93c24ecc119be354","Candy",3,"Princess",3,"Grass",3,"right",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",TRUE
"5af1a4bc6e136b0001411714","Leg",3,"Chips",5,"Balls",5,"left",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"60ed501279c68ea1a313d0aa","Rainbow",1,"Hot Dog",5,"Bottle",5,"middle",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"right","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5bf2f728bd9f150001f6cc42","Tape",4,"Puppets",1,"Cereal",1,"left",FALSE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"59a734ce0c87a000017481ed","Paper",3,"Ostrich",1,"Balloons",1,"middle",FALSE,"left",FALSE,19,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"615e420a23219efe3427a367","Bus",4,"Underwear",5,"Airplane",5,"middle",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"right","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"66b244a2f436437d3e109bbe","Mailbox",4,"Moon",2,"Gorilla",2,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",TRUE
"5f1b05a8703c380d1393bb27","Moon",2,"Shampoo",3,"Ghost",3,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"6684497541f835bd67a199b2","Diaper",1,"Broom",1,"Bread",1,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",FALSE
"5eeddefa177a7322144cbc5e","Car",4,"Hamburger",4,"Bucket",4,"right",FALSE,"middle",FALSE,19,FALSE,FALSE,TRUE,"left","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"63ee9abfa262bea95766dd9c","Pot",3,"Soup",1,"Baby",1,"right",FALSE,"right",FALSE,19,FALSE,FALSE,TRUE,"middle","left",TRUE,FALSE,FALSE,"right","right",TRUE
"66cfab152c56aa0472529001","Bowl",5,"Train",5,"Stove",5,"right",FALSE,"right",FALSE,19,FALSE,FALSE,TRUE,"left","middle",TRUE,FALSE,FALSE,"right","right",TRUE
"6571fd9d691befe21fa61d18","Chair",4,"Bagel",1,"Princess",1,"middle",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"66312361cf5d4099e1330532","Horse",5,"Airplane",5,"Tree",5,"left",FALSE,"left",FALSE,19,FALSE,FALSE,TRUE,"middle","right",TRUE,FALSE,FALSE,"left","left",FALSE
"6722ea20fb84b196f0a649b6","Spaghetti",2,"House",3,"Lamp",3,"right",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"5ddce9f0f85b50c4fc1515a4","Rice",4,"Curtain",5,"Squirrel",5,"left",FALSE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",FALSE
"5c3bdbf548ad2900017fac31","Sheep",3,"Shovel",2,"Meat",2,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"6844a1b95271dfc560af4709","Socks",1,"Envelope",2,"Watch",2,"middle",FALSE,"middle",FALSE,19,FALSE,FALSE,TRUE,"right","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5e121701dc79bd8a1a22ca99","Shorts",3,"Bike",3,"Bracelet",3,"middle",FALSE,"left",TRUE,15,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"616ef680ab8ca318a227f5ec","Soap",2,"Spiderweb",4,"Broom",4,"right",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"66d9cd06e207a93377f7820e","Paper",5,"Door",3,"Box",3,"right",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",TRUE
"5962a5b29955ee00015bce98","Radio",5,"Phone",5,"Umbrella",5,"left",FALSE,"right",TRUE,19,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",TRUE
"641384b3dffcf39ec42d3c23","Candy",2,"Bowl",3,"Cow",3,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"59692d61355b45000106c592","Eyes",3,"Goal",5,"Diaper",5,"left",FALSE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"5dd05d80b2204f1487f7812c","Blocks",2,"Curtain",2,"Bird",2,"right",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"6321d9c78e8e3c04f82a0ea0","Truck",4,"Socks",3,"Teeth",3,"middle",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"632d189d6b8f03d0d3db4c48","Cow",1,"Video Tape",3,"Hanger",3,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",TRUE
"63b3377ca1ccdfc7cc567503","House",5,"Shovel",4,"Puzzles",4,"right",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",TRUE
"6678813aec86d687a654dedb","Cow",2,"Lizard",5,"Tongue",5,"middle",FALSE,"right",TRUE,19,FALSE,FALSE,TRUE,"right","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"55cce6ea34e90600058d1e6d","Triangle",1,"Bike",4,"Dresser",4,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"6658bba1a51a037d25bb677e","Tie",3,"Fly",1,"Butter",1,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"60f5df9db9380d875c320307","Pizza",1,"Spider",4,"Napkin",4,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"63d5b810f3dbbd11e7e65870","Octopus",3,"Sandwich",2,"Teeth",2,"right",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"66d1fdd400acfdbc181f41e0","Suitcase",4,"Triangle",3,"Button",3,"right",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"67b636c4ea38855cbb08ffe3","Cookies",1,"Bed",3,"Hoop",3,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"5e1b795dc799223a3b447ada","Sandals",2,"Iron",3,"Pan",3,"middle",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"5c5cad3e4ee81200018eafe2","Pretzel",4,"Circle",2,"Dolphin",2,"left",FALSE,"right",TRUE,19,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"5bc5be2572df5f00014479f9","Waffle",3,"Wheel",3,"Wagon",3,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",FALSE
"5f8f436e4676a71879786b95","Cereal",3,"Cookies",5,"Leaf",5,"middle",FALSE,"middle",FALSE,19,FALSE,FALSE,TRUE,"left","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"669053bbebafdd430e770142","Pillow",3,"Towels",5,"Motorcycle",5,"right",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"677419f93048c66d62d2bf87","Bagel",5,"Bread",1,"Cereal",1,"left",FALSE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"574aff1b5bef980007af2745","Fork",1,"Glue",4,"Tie",4,"right",FALSE,"left",FALSE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"58404fd8ad98e40001ce915f","Crayons",5,"Peas",2,"Bean",2,"right",FALSE,"middle",TRUE,19,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"5de8887aa2db898017debf1a","Toes",5,"Bus",1,"Boots",1,"left",FALSE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",FALSE
"59d949cf8fd07a000184247e","Bow",2,"Waffle",4,"Owl",4,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"662945728093113a43ab8077","Hose",1,"Bubbles",3,"Snake",3,"middle",FALSE,"middle",TRUE,19,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"676058418c08c71e4bb7cbd1","Fire truck",5,"Crown",5,"Teddy Bear",5,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",TRUE
"6643d22289210a4edf21e84d","Crayons",3,"Shoes",3,"Sink",3,"right",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"right","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"58954e2dc88c680001dd4b7e","Drum",1,"Camera",1,"Tape",1,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",TRUE
"5b757a03976ecb0001b1168f","Apples",3,"Goal",1,"Washcloth",1,"left",TRUE,"left",TRUE,19,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"681b781064a5701a5ceee3bc","Purse",1,"Fish",5,"Queen",5,"left",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",TRUE
"6716c6700f376dc7f534af9d","Glove",1,"Chicken",5,"Nose",5,"left",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"671a3ac3dada5efe6d439698","Fries",1,"String",1,"Hamburger",1,"left",FALSE,"right",TRUE,19,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"676b89007874c8eace113276","Dolphin",5,"Toothpaste",1,"Moon",1,"right",FALSE,"middle",TRUE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"6825af939111d286546fdde6","Clown",3,"Shampoo",3,"Bubbles",3,"left",FALSE,"middle",FALSE,19,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"middle","left",FALSE
"67164c92298409e37c670b3d","Duck",2,"Sunglasses",1,"Leaf",1,"middle",FALSE,"right",TRUE,19,FALSE,FALSE,TRUE,"right","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"682b3f63d0e2c4eff64fe664","Stamps",1,"Dog",5,"Lunch",5,"middle",FALSE,"middle",FALSE,19,FALSE,FALSE,TRUE,"right","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"5d3695969749cc00165c222f","Leaf",5,"Bug",1,"House",1,"middle",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",TRUE
"664521e03117b782ed4fff45","Lizard",3,"Sandals",2,"Glasses",2,"middle",FALSE,"left",TRUE,19,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"5f0db498f5e4e102c0f65b67","Window",4,"Crackers",2,"Princess",2,"right",FALSE,"left",TRUE,15,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"6773dea609f77d473900997a","Toes",3,"Kangaroo",5,"Peas",5,"left",FALSE,"right",FALSE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",TRUE
"637fcee60a8378c1c3a65898","Dolls",2,"Hot Dog",2,"Bagel",2,"right",FALSE,"right",TRUE,19,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"63f77a5dde1ea03305e119e0","Bathtub",5,"Snake",1,"Bacon",1,"left",FALSE,"right",TRUE,19,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","left",FALSE
"5fbf90f025a567296d943c7e","Belt",5,"Glue",2,"Arm",2,"right",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"right","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"636d6ce3fb3683ff33f9e514","Eyes",1,"Boots",2,"Cereal",2,"left",FALSE,"right",FALSE,19,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"5af2a03697a14300017d2ba4","Pizza",5,"Hair",3,"Bag",3,"right",FALSE,"left",TRUE,19,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"60e3a25e8be835f754795d93","Juice",4,"Airplane",4,"Bed",4,"middle",FALSE,"left",FALSE,19,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",TRUE
"66b5172c8f0bd3b23ce66c22","Car",3,"Bucket",2,"Cookies",2,"left",FALSE,"middle",FALSE,20,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"middle","left",FALSE
